"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 16:40:46 GMT 2023","Mon Jul 24 16:40:48 GMT 2023","1709","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with checking the boundary values","Проверка граничных значений поля ""name"" при создании языка"
"passed","Mon Jul 24 16:40:19 GMT 2023","Mon Jul 24 16:40:20 GMT 2023","897","tests.games.reference.genre","Test get genre","TestGenre","","","Test genre list","Проверка успешного ответа [200] при запросе списка жанров"
"passed","Mon Jul 24 16:40:26 GMT 2023","Mon Jul 24 16:40:27 GMT 2023","1888","tests.games.reference.genre","Test post genre","TestGenreCreate","","","Test genre create","Проверка успешного ответа [201] при создании жанра"
"passed","Mon Jul 24 16:40:24 GMT 2023","Mon Jul 24 16:40:25 GMT 2023","802","tests.games.reference.genre","Test patch genre","TestGenrePartialUpdate","","","Test genre partial update","Проверка успешного ответа [200] при частичном обновлении жанра"
"skipped","Mon Jul 24 16:41:18 GMT 2023","Mon Jul 24 16:41:18 GMT 2023","0","tests.games.reference.product_languages","Test patch product languages","TestProductLanguagesPartialUpdate","","","Test product languages partial update","Проверка успешного ответа [200] при частичном обновлении языка продукта"
"passed","Mon Jul 24 16:40:39 GMT 2023","Mon Jul 24 16:40:41 GMT 2023","1908","tests.games.reference.languages","Regression-tests get languages","TestLanguagesRegression","","","Test read a language with a deleted ID","Проверка ответа [404] при запросе удаленного языка"
"skipped","Mon Jul 24 16:41:17 GMT 2023","Mon Jul 24 16:41:17 GMT 2023","0","tests.games.reference.product_languages","Test get product languages","TestProductLanguages","","","Test product languages  read","Проверка успешного ответа [200] при запросе списка языков продукта"
"passed","Mon Jul 24 16:41:45 GMT 2023","Mon Jul 24 16:41:47 GMT 2023","1430","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Mon Jul 24 16:41:40 GMT 2023","Mon Jul 24 16:41:41 GMT 2023","1342","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Mon Jul 24 16:41:10 GMT 2023","Mon Jul 24 16:41:11 GMT 2023","790","tests.games.reference.languages","Regression-test put languages","TestLanguagesUpdateRegression","","","Test languages update with invalid value","Проверка ответа [400] при обновлении языка с невалидным значением "
"skipped","Mon Jul 24 16:41:27 GMT 2023","Mon Jul 24 16:41:28 GMT 2023","1148","tests.games.reference.subgenre","Test post Subgenre","TestGenreCreate","","","Test subgenre create","Проверка успешного ответа [201] при создании поджанра"
"passed","Mon Jul 24 16:41:38 GMT 2023","Mon Jul 24 16:41:40 GMT 2023","1443","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"skipped","Mon Jul 24 16:41:29 GMT 2023","Mon Jul 24 16:41:30 GMT 2023","788","tests.games.utils","Test get filters genres list","TestFiltersGenres","","","Test filters genres list","Проверка успешного ответа [200] при запросе фильтра по жанру игр"
"passed","Mon Jul 24 16:40:33 GMT 2023","Mon Jul 24 16:40:34 GMT 2023","778","tests.games.reference.languages","Test get languages","TestLanguages","","","Test languages list","Проверка успешного ответа [200] при запросе списка языков."
"passed","Mon Jul 24 16:41:44 GMT 2023","Mon Jul 24 16:41:45 GMT 2023","1375","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Mon Jul 24 16:40:28 GMT 2023","Mon Jul 24 16:40:29 GMT 2023","777","tests.games.reference.genre","Test put genre","TestGenreUpdate","","","Test genre update","Проверка успешного ответа [201] при обновлении жанра"
"passed","Mon Jul 24 16:40:51 GMT 2023","Mon Jul 24 16:40:52 GMT 2023","851","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"skipped","Mon Jul 24 16:41:21 GMT 2023","Mon Jul 24 16:41:21 GMT 2023","0","tests.games.reference.product_languages","Test put product languages","TestProductLanguagesUpdate","","","Test product languages update","Проверка успешного ответа [200] при обновлении языка продукта"
"skipped","Mon Jul 24 16:40:14 GMT 2023","Mon Jul 24 16:40:14 GMT 2023","0","tests.games.core.system_requirement","Test get system requirement","TestSystemRequirement","","","Test system requirement read","Проверка успешного ответа [200] при запросе системных требований по ID."
"skipped","Mon Jul 24 16:40:17 GMT 2023","Mon Jul 24 16:40:17 GMT 2023","0","tests.games.core.system_requirement","Test put system requirement","TestSystemRequirementUpdate","","","Test system requirement update","Проверка успешного ответа [201] при обновлении системных требований"
"passed","Mon Jul 24 16:40:35 GMT 2023","Mon Jul 24 16:40:36 GMT 2023","1261","tests.games.reference.languages","Test get languages","TestLanguages","","","Test languages read","Проверка успешного ответа [200] при запросе языка по ID."
"passed","Mon Jul 24 16:40:13 GMT 2023","Mon Jul 24 16:40:14 GMT 2023","874","tests.games.core.system_requirement","Test get system requirement","TestSystemRequirement","","","Test system requirement list","Проверка успешного ответа [200] при запросе списка системных требований."
"skipped","Mon Jul 24 16:41:30 GMT 2023","Mon Jul 24 16:41:31 GMT 2023","795","tests.games.utils","Test get filters platforms list","TestFiltersPlatforms","","","Test filters platforms list","Проверка успешного ответа [200] при запросе фильтра по операционной системе"
"passed","Mon Jul 24 16:41:31 GMT 2023","Mon Jul 24 16:41:31 GMT 2023","951","tests.games.utils","Test get filters prices list","TestFiltersPrices","","","Test filters prices list","Проверка успешного ответа [200] при запросе списка фльтра цены"
"passed","Mon Jul 24 16:40:42 GMT 2023","Mon Jul 24 16:40:43 GMT 2023","877","tests.games.reference.languages","Test patch languages","TestLanguagesPartialUpdate","","","Test languages partial update","Проверка успешного ответа [200] при частичном обновлении языка"
"passed","Mon Jul 24 16:41:16 GMT 2023","Mon Jul 24 16:41:17 GMT 2023","768","tests.games.reference.product_languages","Test get product languages","TestProductLanguages","","","Test product languages list","Проверка успешного ответа [200] при запросе списка языков продукта"
"passed","Mon Jul 24 16:40:32 GMT 2023","Mon Jul 24 16:40:33 GMT 2023","1088","tests.games.reference.languages","Regression-tests delete languages","TestLanguagesDeleteRegression","","","Test deleting a language with a non-existent ID","Проверка ответа [404] при удалении языка c несуществующим ID"
"skipped","Mon Jul 24 16:40:59 GMT 2023","Mon Jul 24 16:41:01 GMT 2023","1811","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"skipped","Mon Jul 24 16:41:15 GMT 2023","Mon Jul 24 16:41:15 GMT 2023","0","tests.games.reference.product_languages","Test delete product languages","TestProductLanguagesDelete","","","Test product languages delete","Проверка успешного ответа [204] при удалении языка продукта"
"passed","Mon Jul 24 16:40:37 GMT 2023","Mon Jul 24 16:40:38 GMT 2023","1000","tests.games.reference.languages","Regression-tests get languages","TestLanguagesRegression","","","Test read a language with a non-existent ID","Проверка ответа [404] при запросе языка c несуществующим ID"
"skipped","Mon Jul 24 16:41:19 GMT 2023","Mon Jul 24 16:41:21 GMT 2023","1179","tests.games.reference.product_languages","Test post product languages","TestProductLanguagesCreate","","","Test product languages create","Проверка успешного ответа [201] при создании языка продукта."
"passed","Mon Jul 24 16:41:03 GMT 2023","Mon Jul 24 16:41:05 GMT 2023","1792","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
"passed","Mon Jul 24 16:41:01 GMT 2023","Mon Jul 24 16:41:03 GMT 2023","1856","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
"passed","Mon Jul 24 16:40:21 GMT 2023","Mon Jul 24 16:40:22 GMT 2023","872","tests.games.reference.genre","Test get genre","TestGenre","","","Test genre read","Проверка успешного ответа [200] при запросе жанра по ID."
"skipped","Mon Jul 24 16:41:28 GMT 2023","Mon Jul 24 16:41:28 GMT 2023","0","tests.games.reference.subgenre","Test put subgenre","TestSubgenreUpdate","","","Test subgenre update","Проверка успешного ответа [201] при обновлении поджанра"
"skipped","Mon Jul 24 16:41:22 GMT 2023","Mon Jul 24 16:41:22 GMT 2023","0","tests.games.reference.subgenre","Test delete subgenre","TestSubgenreDelete","","","Test subgenre delete","Проверка успешного ответа [204] при удалении поджанра"
