"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 06 09:34:53 GMT 2023","Wed Sep 06 09:34:55 GMT 2023","1816","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","TG79-Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
"passed","Wed Sep 06 09:36:46 GMT 2023","Wed Sep 06 09:36:46 GMT 2023","528","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param payout_day_of_month","Проверка ответа [400] при изменении payout_day_of_month невалидными значениями"
"passed","Wed Sep 06 09:34:23 GMT 2023","Wed Sep 06 09:34:25 GMT 2023","1232","tests.games.reference.languages","Regression-tests get languages","TestLanguagesRegression","","","TG96-Test read a language with a non-existent ID","Проверка ответа [404] при запросе языка c несуществующим ID"
"passed","Wed Sep 06 09:36:35 GMT 2023","Wed Sep 06 09:36:35 GMT 2023","557","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param payout_day_of_month","Проверка успешного ответа [200] при частичном обновлении payout_day_of_month валидными значениями"
"passed","Wed Sep 06 09:35:38 GMT 2023","Wed Sep 06 09:35:39 GMT 2023","545","tests.payments.external_payments.services","Test patch payment services","TestPaymentsServicesPatchList","","","Check of partially update service","Проверка ответа [200] при частичном обновлении сервиса"
"passed","Wed Sep 06 09:34:41 GMT 2023","Wed Sep 06 09:34:42 GMT 2023","1126","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","TG82-Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"skipped","Wed Sep 06 09:36:26 GMT 2023","Wed Sep 06 09:36:26 GMT 2023","524","tests.payments.payment_accounts.owner.field_gift_time","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param gift_time","Проверка ответа [400] при частичном обновлении gift_time невалидными значениями"
"skipped","Wed Sep 06 09:35:23 GMT 2023","Wed Sep 06 09:35:24 GMT 2023","1472","tests.games.reference.subgenre","Test post Subgenre","TestGenreCreate","","","Test subgenre create","Проверка успешного ответа [201] при создании поджанра"
"passed","Wed Sep 06 09:36:16 GMT 2023","Wed Sep 06 09:36:17 GMT 2023","509","tests.payments.payment_accounts.owner.field_frozen_time","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param frozen_time","Проверка успешного ответа [200] при изменении frozen_time владельца валидными значениями"
"skipped","Wed Sep 06 09:35:53 GMT 2023","Wed Sep 06 09:35:53 GMT 2023","0","tests.payments.payment_accounts","Tests create account post","TestCreateAccountPost","","","Check of creation account with invalid uuid","Проверка ответа [409] при попытке создания аккаунта с невалидным <module 'uuid' from '/usr/local/lib/python3.11/uuid.py'>"
"passed","Wed Sep 06 09:36:39 GMT 2023","Wed Sep 06 09:36:39 GMT 2023","515","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param payout_day_of_month","Проверка ответа [400] при частичном обновлении payout_day_of_month невалидными значениями"
"passed","Wed Sep 06 09:36:08 GMT 2023","Wed Sep 06 09:36:09 GMT 2023","682","tests.payments.payment_accounts.owner.field_commission","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param commission","Проверка ответа [400] при изменении commission владельца невалидными значениями"
"passed","Wed Sep 06 09:34:29 GMT 2023","Wed Sep 06 09:34:29 GMT 2023","861","tests.games.reference.languages","Test patch languages","TestLanguagesPartialUpdate","","","TG94-Test languages partial update","Проверка успешного ответа [200] при частичном обновлении языка"
"skipped","Wed Sep 06 09:35:16 GMT 2023","Wed Sep 06 09:35:16 GMT 2023","0","tests.games.reference.product_languages","Test put product languages","TestProductLanguagesUpdate","","","TG20-Test product languages update","Проверка успешного ответа [200] при обновлении языка продукта"
"passed","Wed Sep 06 09:34:06 GMT 2023","Wed Sep 06 09:34:07 GMT 2023","1197","tests.games.reference.genre","Test get genre","TestGenre","","","TG49-Test genre read","Проверка успешного ответа [200] при запросе жанра по ID."
"passed","Wed Sep 06 09:36:30 GMT 2023","Wed Sep 06 09:36:30 GMT 2023","486","tests.payments.payment_accounts.owner.field_gift_time","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param gift_time","Проверка успешного ответа [200] при изменении gift_time владельца валидными значениями"
"skipped","Wed Sep 06 09:33:57 GMT 2023","Wed Sep 06 09:33:57 GMT 2023","0","tests.games.core.system_requirement","Test get system requirement","TestSystemRequirement","","","TG12-Test system requirement read","Проверка успешного ответа [200] при запросе системных требований по ID."
"passed","Wed Sep 06 09:36:24 GMT 2023","Wed Sep 06 09:36:25 GMT 2023","529","tests.payments.payment_accounts.owner.field_gift_time","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param gift_time","Проверка ответа [400] при частичном обновлении gift_time невалидными значениями"
"passed","Wed Sep 06 09:36:10 GMT 2023","Wed Sep 06 09:36:11 GMT 2023","548","tests.payments.payment_accounts.owner.field_frozen_time","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param frozen_time","Проверка успешного ответа [200] при частичном обновлении frozen_time валидными значениями"
"skipped","Wed Sep 06 09:36:04 GMT 2023","Wed Sep 06 09:36:05 GMT 2023","518","tests.payments.payment_accounts.owner.field_commission","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param commission","Проверка успешного ответа [200] при изменении commission владельца валидными значениями"
"skipped","Wed Sep 06 09:34:42 GMT 2023","Wed Sep 06 09:34:44 GMT 2023","2206","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","TG83-Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"passed","Wed Sep 06 09:35:49 GMT 2023","Wed Sep 06 09:35:50 GMT 2023","520","tests.payments.payment_accounts","Tests post balance","TestBalancesPostList","","","Check balance data of non-existent user","Проверка ответа [400] при получении информации о балансе у несуществующего юзера"
"skipped","Wed Sep 06 09:34:39 GMT 2023","Wed Sep 06 09:34:41 GMT 2023","2317","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","TG81-Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"passed","Wed Sep 06 09:36:11 GMT 2023","Wed Sep 06 09:36:11 GMT 2023","487","tests.payments.payment_accounts.owner.field_frozen_time","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param frozen_time","Проверка успешного ответа [200] при частичном обновлении frozen_time валидными значениями"
"passed","Wed Sep 06 09:36:02 GMT 2023","Wed Sep 06 09:36:02 GMT 2023","529","tests.payments.payment_accounts.owner.field_commission","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param commission","Проверка успешного ответа [200] при изменении commission владельца валидными значениями"
"passed","Wed Sep 06 09:35:35 GMT 2023","Wed Sep 06 09:35:35 GMT 2023","546","tests.payments.external_payments.services","Test patch payment services","TestPaymentsServicesPatchList","","","Check if we can not partially update service with an empty name","Проверка ответа [400] при частичном обновлении сервиса с пустым именем"
"passed","Wed Sep 06 09:35:01 GMT 2023","Wed Sep 06 09:35:03 GMT 2023","1129","tests.games.reference.languages","Regression-test put languages","TestLanguagesUpdateRegression","","","TG98-Test languages update with invalid value","Проверка ответа [400] при обновлении языка с невалидным значением "
"passed","Wed Sep 06 09:36:00 GMT 2023","Wed Sep 06 09:36:01 GMT 2023","530","tests.payments.payment_accounts.owner.field_commission","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param commission","Проверка ответа [400] при частичном обновлении commission невалидными значениями"
"passed","Wed Sep 06 09:35:51 GMT 2023","Wed Sep 06 09:35:51 GMT 2023","559","tests.payments.payment_accounts","Tests get balance by uuid","TestPaymentsBalancesGet","","","Check balance of non-existent user","Проверка ответа [404] при проверке баланса у пользователя с несуществующим <module 'uuid' from '/usr/local/lib/python3.11/uuid.py'>"
"skipped","Wed Sep 06 09:33:59 GMT 2023","Wed Sep 06 09:34:00 GMT 2023","1042","tests.games.core.system_requirement","Test post system requirement","TestSystemRequirementCreate","","","TG10-Test system requirement create","Проверка успешного ответа [201] при создании системных требований"
"passed","Wed Sep 06 09:36:22 GMT 2023","Wed Sep 06 09:36:23 GMT 2023","519","tests.payments.payment_accounts.owner.field_gift_time","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param gift_time","Проверка успешного ответа [200] при частичном обновлении gift_time валидными значениями"
"passed","Wed Sep 06 09:36:50 GMT 2023","Wed Sep 06 09:36:50 GMT 2023","505","tests.payments.payment_accounts.payout","Tests delete payout data","TestPaymentsPayoutDataDelete","","","Delete payout data of the user","Проверка успешного ответа [200] при удалении данных о выплатах у существующего пользователя"
"passed","Wed Sep 06 09:36:32 GMT 2023","Wed Sep 06 09:36:33 GMT 2023","512","tests.payments.payment_accounts.owner.field_gift_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param gift_time","Проверка ответа [400] при изменении gift_time владельца невалидными значениями"
"skipped","Wed Sep 06 09:35:53 GMT 2023","Wed Sep 06 09:35:53 GMT 2023","0","tests.payments.payment_accounts","Tests create account post","TestCreateAccountPost","","","Check of creation account with invalid uuid","Проверка ответа [409] при попытке создания аккаунта с невалидным <module 'uuid' from '/usr/local/lib/python3.11/uuid.py'>"
"passed","Wed Sep 06 09:36:16 GMT 2023","Wed Sep 06 09:36:16 GMT 2023","514","tests.payments.payment_accounts.owner.field_frozen_time","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param frozen_time","Проверка успешного ответа [200] при изменении frozen_time владельца валидными значениями"
"passed","Wed Sep 06 09:36:42 GMT 2023","Wed Sep 06 09:36:42 GMT 2023","533","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param payout_day_of_month","Проверка успешного ответа [200] при изменении payout_day_of_month валидными значениями"
"passed","Wed Sep 06 09:35:06 GMT 2023","Wed Sep 06 09:35:08 GMT 2023","1709","tests.games.reference.languages","Regression-test put languages","TestLanguagesUpdateRegression","","","TG99-Test languages update with invalid value","Проверка ответа [400] при обновлении языка с невалидным значением "
"skipped","Wed Sep 06 09:35:27 GMT 2023","Wed Sep 06 09:35:27 GMT 2023","543","tests.games.utils","Test get filters platforms list","TestFiltersPlatforms","","","TG103-Test filters platforms list","Проверка успешного ответа [200] при запросе фильтра по операционной системе"
"passed","Wed Sep 06 09:35:56 GMT 2023","Wed Sep 06 09:35:56 GMT 2023","487","tests.payments.payment_accounts.owner.field_commission","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param commission","Проверка успешного ответа [200] при частичном обновлении commission валидными значениями"
"passed","Wed Sep 06 09:36:52 GMT 2023","Wed Sep 06 09:36:53 GMT 2023","500","tests.payments.payment_accounts.payout","Tests post payout","TestPaymentsPayoutPost","","","Create payout use valid value but no available balance ","Проверка ответа [400] при создании данных о выплатах используя валидные данные без доступного баланса"
"skipped","Wed Sep 06 09:36:42 GMT 2023","Wed Sep 06 09:36:43 GMT 2023","485","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param payout_day_of_month","Проверка ответа [400] при изменении payout_day_of_month невалидными значениями"
"skipped","Wed Sep 06 09:36:32 GMT 2023","Wed Sep 06 09:36:32 GMT 2023","501","tests.payments.payment_accounts.owner.field_gift_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param gift_time","Проверка ответа [400] при изменении gift_time владельца невалидными значениями"
"passed","Wed Sep 06 09:36:21 GMT 2023","Wed Sep 06 09:36:22 GMT 2023","550","tests.payments.payment_accounts.owner.field_frozen_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param frozen_time","Проверка ответа [400] при изменении frozen_time владельца невалидными значениями"
"passed","Wed Sep 06 09:35:31 GMT 2023","Wed Sep 06 09:35:31 GMT 2023","526","tests.payments.external_payments.services","Test delete payment services","TestPaymentsServicesDelete","","","Test of successful deleting existent service by id","Проверка успешного ответа [204] при удалении по id существующего сервиса оплаты"
"passed","Wed Sep 06 09:35:43 GMT 2023","Wed Sep 06 09:35:43 GMT 2023","531","tests.payments.external_payments.services","Test put payment services","TestPaymentsServicesPutList","","","Check if we can not partially update service with an empty name","Проверка ответа [400] при частичном обновлении сервиса с пустым именем (пробел)"
"passed","Wed Sep 06 09:36:45 GMT 2023","Wed Sep 06 09:36:46 GMT 2023","488","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param payout_day_of_month","Проверка ответа [400] при изменении payout_day_of_month невалидными значениями"
"passed","Wed Sep 06 09:35:40 GMT 2023","Wed Sep 06 09:35:40 GMT 2023","518","tests.payments.external_payments.services","Test post payment services","TestPaymentsServicesPostList","","","Check if we can not create the service with an existing name","Проверка ответа [400] при создании сервиса оплаты с уже существующим именем"
"skipped","Wed Sep 06 09:36:36 GMT 2023","Wed Sep 06 09:36:37 GMT 2023","470","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param payout_day_of_month","Проверка ответа [400] при частичном обновлении payout_day_of_month невалидными значениями"
"passed","Wed Sep 06 09:36:07 GMT 2023","Wed Sep 06 09:36:08 GMT 2023","658","tests.payments.payment_accounts.owner.field_commission","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param commission","Проверка ответа [400] при изменении commission владельца невалидными значениями"
"passed","Wed Sep 06 09:36:06 GMT 2023","Wed Sep 06 09:36:07 GMT 2023","558","tests.payments.payment_accounts.owner.field_commission","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param commission","Проверка ответа [400] при изменении commission владельца невалидными значениями"
"passed","Wed Sep 06 09:36:35 GMT 2023","Wed Sep 06 09:36:36 GMT 2023","515","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param payout_day_of_month","Проверка успешного ответа [200] при частичном обновлении payout_day_of_month валидными значениями"
"passed","Wed Sep 06 09:35:54 GMT 2023","Wed Sep 06 09:35:54 GMT 2023","521","tests.payments.payment_accounts.owner","Test get owners","TestPaymentGetList","","","Test payment accounts owner list","Проверка успешного ответа [200] при запросе списка владельцев"
"passed","Wed Sep 06 09:34:26 GMT 2023","Wed Sep 06 09:34:28 GMT 2023","2307","tests.games.reference.languages","Regression-tests get languages","TestLanguagesRegression","","","TG95-Test read a language with a deleted ID","Проверка ответа [404] при запросе удаленного языка"
"passed","Wed Sep 06 09:36:20 GMT 2023","Wed Sep 06 09:36:20 GMT 2023","512","tests.payments.payment_accounts.owner.field_frozen_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param frozen_time","Проверка ответа [400] при изменении frozen_time владельца невалидными значениями"
"passed","Wed Sep 06 09:36:38 GMT 2023","Wed Sep 06 09:36:38 GMT 2023","542","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param payout_day_of_month","Проверка ответа [400] при частичном обновлении payout_day_of_month невалидными значениями"
"skipped","Wed Sep 06 09:33:58 GMT 2023","Wed Sep 06 09:33:58 GMT 2023","0","tests.games.core.system_requirement","Test patch system requirement","TestSystemRequirementPartialUpdate","","","TG13-Test system requirement partial update","Проверка успешного ответа [200] при частичном обновлении системных требований"
"passed","Wed Sep 06 09:35:44 GMT 2023","Wed Sep 06 09:35:45 GMT 2023","516","tests.payments.external_payments.services","Test put payment services","TestPaymentsServicesPutList","","","Check of partially update service","Проверка ответа [200] при частичном обновлении сервиса"
"skipped","Wed Sep 06 09:35:20 GMT 2023","Wed Sep 06 09:35:20 GMT 2023","0","tests.games.reference.subgenre","Test get subgenre","TestSubgenre","","","Test subgenre read","Проверка успешного ответа [200] при запросе поджанра по ID."
"passed","Wed Sep 06 09:36:48 GMT 2023","Wed Sep 06 09:36:49 GMT 2023","537","tests.payments.payment_accounts.payout","Tests patch payout data","TestPaymentsPayoutDataPatch","","","Partial update payout data field payout_type use valid value","Проверка успешного ответа [200] при частичном изменение данных о выплатах поля payout_type используя валидные значения"
"passed","Wed Sep 06 09:35:55 GMT 2023","Wed Sep 06 09:35:56 GMT 2023","557","tests.payments.payment_accounts.owner.field_commission","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param commission","Проверка успешного ответа [200] при частичном обновлении commission валидными значениями"
"passed","Wed Sep 06 09:34:09 GMT 2023","Wed Sep 06 09:34:10 GMT 2023","868","tests.games.reference.genre","Test patch genre","TestGenrePartialUpdate","","","Test genre partial update","Проверка успешного ответа [200] при частичном обновлении жанра"
"passed","Wed Sep 06 09:35:19 GMT 2023","Wed Sep 06 09:35:20 GMT 2023","974","tests.games.reference.subgenre","Test get subgenre","TestSubgenre","","","TG101-Test subgenre list","Проверка успешного ответа [200] при запросе списка поджанров"
"passed","Wed Sep 06 09:36:19 GMT 2023","Wed Sep 06 09:36:19 GMT 2023","540","tests.payments.payment_accounts.owner.field_frozen_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param frozen_time","Проверка ответа [400] при изменении frozen_time владельца невалидными значениями"
"passed","Wed Sep 06 09:34:04 GMT 2023","Wed Sep 06 09:34:05 GMT 2023","1030","tests.games.reference.genre","Test get genre","TestGenre","","","TG39-Test genre list","Проверка успешного ответа [200] при запросе списка жанров"
"passed","Wed Sep 06 09:35:29 GMT 2023","Wed Sep 06 09:35:30 GMT 2023","1080","tests.payments.external_payments.services","Test delete payment services","TestPaymentsServicesDelete","","","Test of deleting non-existent service by id","Проверка ответа [404] при удалении по id несуществующего сервиса оплаты"
"passed","Wed Sep 06 09:36:33 GMT 2023","Wed Sep 06 09:36:33 GMT 2023","530","tests.payments.payment_accounts.owner.field_gift_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param gift_time","Проверка ответа [400] при изменении gift_time владельца невалидными значениями"
"skipped","Wed Sep 06 09:35:17 GMT 2023","Wed Sep 06 09:35:17 GMT 2023","0","tests.games.reference.subgenre","Test delete subgenre","TestSubgenreDelete","","","Test subgenre delete","Проверка успешного ответа [204] при удалении поджанра"
"passed","Wed Sep 06 09:33:52 GMT 2023","Wed Sep 06 09:33:54 GMT 2023","1423","tests.games.community","Test get community comments","TestCommunityComments","","","TG1-Test community comments read","Проверка успешного ответа [200] при запросе коментариев пользователей."
"skipped","Wed Sep 06 09:33:55 GMT 2023","Wed Sep 06 09:33:55 GMT 2023","0","tests.games.core.system_requirement","Test delete system requirement","TestSystemRequirementDelete","","","TG11-Test system requirement delete","Проверка успешного ответа [204] при удалении системных требований"
"passed","Wed Sep 06 09:36:03 GMT 2023","Wed Sep 06 09:36:04 GMT 2023","503","tests.payments.payment_accounts.owner.field_commission","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param commission","Проверка успешного ответа [200] при изменении commission владельца валидными значениями"
"passed","Wed Sep 06 09:36:44 GMT 2023","Wed Sep 06 09:36:45 GMT 2023","486","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param payout_day_of_month","Проверка ответа [400] при изменении payout_day_of_month невалидными значениями"
"passed","Wed Sep 06 09:36:40 GMT 2023","Wed Sep 06 09:36:40 GMT 2023","526","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param payout_day_of_month","Проверка ответа [400] при частичном обновлении payout_day_of_month невалидными значениями"
"passed","Wed Sep 06 09:36:14 GMT 2023","Wed Sep 06 09:36:14 GMT 2023","513","tests.payments.payment_accounts.owner.field_frozen_time","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param frozen_time","Проверка ответа [400] при частичном обновлении frozen_time  невалидными значениями"
"passed","Wed Sep 06 09:35:41 GMT 2023","Wed Sep 06 09:35:42 GMT 2023","531","tests.payments.external_payments.services","Test put payment services","TestPaymentsServicesPutList","","","Check if we can not partially update service with an empty name","Проверка ответа [400] при частичном обновлении сервиса с пустым именем"
"skipped","Wed Sep 06 09:35:21 GMT 2023","Wed Sep 06 09:35:21 GMT 2023","0","tests.games.reference.subgenre","Test patch subgenre","TestSubgenrePartialUpdate","","","Test subgenre partial update","Проверка успешного ответа [200] при частичном обновлении поджанра"
"passed","Wed Sep 06 09:36:27 GMT 2023","Wed Sep 06 09:36:28 GMT 2023","538","tests.payments.payment_accounts.owner.field_gift_time","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param gift_time","Проверка ответа [400] при частичном обновлении gift_time невалидными значениями"
"passed","Wed Sep 06 09:36:44 GMT 2023","Wed Sep 06 09:36:44 GMT 2023","597","tests.payments.payment_accounts.owner.field_payout_day_of_month","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param payout_day_of_month","Проверка ответа [400] при изменении payout_day_of_month невалидными значениями"
"skipped","Wed Sep 06 09:35:31 GMT 2023","Wed Sep 06 09:35:32 GMT 2023","546","tests.payments.external_payments.services","Test delete payment services","TestPaymentsServicesDelete","","","Check the response 404 while deleting multiple services 0.5","Проверка ответа [404] при удалении нескольких сервисов оплаты 0.5"
"passed","Wed Sep 06 09:36:33 GMT 2023","Wed Sep 06 09:36:34 GMT 2023","531","tests.payments.payment_accounts.owner.field_gift_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param gift_time","Проверка ответа [400] при изменении gift_time владельца невалидными значениями"
"skipped","Wed Sep 06 09:35:13 GMT 2023","Wed Sep 06 09:35:13 GMT 2023","0","tests.games.reference.product_languages","Test patch product languages","TestProductLanguagesPartialUpdate","","","TG18-Test product languages partial update","Проверка успешного ответа [200] при частичном обновлении языка продукта"
"passed","Wed Sep 06 09:36:49 GMT 2023","Wed Sep 06 09:36:49 GMT 2023","583","tests.payments.payment_accounts.payout","Tests put payout data","TestPaymentsPayoutDataPut","","","Update payout data field payout_type use valid value","Проверка успешного ответа [200] при изменение данных о выплатах поля payout_type используя валидные значения"
"passed","Wed Sep 06 09:35:55 GMT 2023","Wed Sep 06 09:35:55 GMT 2023","528","tests.payments.payment_accounts.owner.field_commission","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param commission","Проверка успешного ответа [200] при частичном обновлении commission валидными значениями"
"passed","Wed Sep 06 09:34:18 GMT 2023","Wed Sep 06 09:34:19 GMT 2023","1120","tests.games.reference.languages","Regression-tests delete languages","TestLanguagesDeleteRegression","","","TG91-Test deleting a language with a non-existent ID","Проверка ответа [404] при удалении языка c несуществующим ID"
"passed","Wed Sep 06 09:36:09 GMT 2023","Wed Sep 06 09:36:09 GMT 2023","589","tests.payments.payment_accounts.owner.field_commission","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param commission","Проверка ответа [400] при изменении commission владельца невалидными значениями"
"passed","Wed Sep 06 09:36:05 GMT 2023","Wed Sep 06 09:36:06 GMT 2023","540","tests.payments.payment_accounts.owner.field_commission","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param commission","Проверка ответа [400] при изменении commission владельца невалидными значениями"
"skipped","Wed Sep 06 09:35:11 GMT 2023","Wed Sep 06 09:35:11 GMT 2023","0","tests.games.reference.product_languages","Test get product languages","TestProductLanguages","","","TG19-Test product languages  read","Проверка успешного ответа [200] при запросе списка языков продукта"
"passed","Wed Sep 06 09:36:31 GMT 2023","Wed Sep 06 09:36:32 GMT 2023","546","tests.payments.payment_accounts.owner.field_gift_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param gift_time","Проверка ответа [400] при изменении gift_time владельца невалидными значениями"
"skipped","Wed Sep 06 09:34:44 GMT 2023","Wed Sep 06 09:34:47 GMT 2023","2170","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","TG84-Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
