"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jul 24 17:49:10 GMT 2023","Mon Jul 24 17:49:10 GMT 2023","505","tests.payments.external_payments.services","Test get services","TestPaymentsGetList","","","Test external payments services list","Проверка успешного ответа [200] при запросе списка сервисов оплаты"
"passed","Mon Jul 24 17:49:18 GMT 2023","Mon Jul 24 17:49:20 GMT 2023","1801","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Mon Jul 24 17:48:45 GMT 2023","Mon Jul 24 17:48:46 GMT 2023","880","tests.games.reference.languages","Regression-test put languages","TestLanguagesUpdateRegression","","","Test languages update with invalid value","Проверка ответа [400] при обновлении языка с невалидным значением "
"passed","Mon Jul 24 17:48:32 GMT 2023","Mon Jul 24 17:48:34 GMT 2023","2044","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
"passed","Mon Jul 24 17:48:19 GMT 2023","Mon Jul 24 17:48:20 GMT 2023","956","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with checking the boundary values","Проверка граничных значений поля ""name"" при создании языка"
"passed","Mon Jul 24 17:48:14 GMT 2023","Mon Jul 24 17:48:15 GMT 2023","1030","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with checking the boundary values","Проверка граничных значений поля ""name"" при создании языка"
"passed","Mon Jul 24 17:47:59 GMT 2023","Mon Jul 24 17:48:00 GMT 2023","1097","tests.games.reference.languages","Regression-tests delete languages","TestLanguagesDeleteRegression","","","Test deleting a language with a non-existent ID","Проверка ответа [404] при удалении языка c несуществующим ID"
"passed","Mon Jul 24 17:48:12 GMT 2023","Mon Jul 24 17:48:14 GMT 2023","1962","tests.games.reference.languages","Test post languages","TestLanguagesCreate","","","Test languages create","Проверка успешного ответа [201] при создании языка."
"passed","Mon Jul 24 17:47:49 GMT 2023","Mon Jul 24 17:47:50 GMT 2023","862","tests.games.reference.genre","Test patch genre","TestGenrePartialUpdate","","","Test genre partial update","Проверка успешного ответа [200] при частичном обновлении жанра"
"passed","Mon Jul 24 17:49:24 GMT 2023","Mon Jul 24 17:49:25 GMT 2023","1572","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
