"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 04 10:04:29 GMT 2023","Mon Sep 04 10:04:30 GMT 2023","548","tests.payments.payment_accounts.owner.field_commission","Test patch owners","TestPaymentPatchOwner","","","Test payment accounts owner partial update valid value param commission","Проверка успешного ответа [200] при частичном обновлении commission валидными значениями"
"skipped","Mon Sep 04 10:04:27 GMT 2023","Mon Sep 04 10:04:27 GMT 2023","517","tests.payments.payment_accounts","Tests increase balance","TestPaymentsPostList","","","Check if we can not create the service with an existing name","Проверка ответа [400] при создании сервиса оплаты с уже существующим именем"
"passed","Mon Sep 04 10:04:11 GMT 2023","Mon Sep 04 10:04:12 GMT 2023","565","tests.payments.external_payments.services","Test patch payment services","TestPaymentsServicesPatchList","","","Check of partially update service","Проверка ответа [200] при частичном обновлении сервиса"
"passed","Mon Sep 04 10:05:04 GMT 2023","Mon Sep 04 10:05:05 GMT 2023","579","tests.payments.payment_accounts.owner.field_gift_time","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param gift_time","Проверка ответа [400] при частичном обновлении gift_time невалидными значениями"
"passed","Mon Sep 04 10:04:34 GMT 2023","Mon Sep 04 10:04:34 GMT 2023","545","tests.payments.payment_accounts.owner.field_commission","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param commission","Проверка ответа [400] при частичном обновлении commission невалидными значениями"
"passed","Mon Sep 04 10:04:57 GMT 2023","Mon Sep 04 10:04:57 GMT 2023","550","tests.payments.payment_accounts.owner.field_frozen_time","Test put owners regression","TestPaymentPutOwnerRegression","","","Test payment accounts owner update invalid value param frozen_time","Проверка ответа [400] при изменении frozen_time владельца невалидными значениями"
"passed","Mon Sep 04 10:04:48 GMT 2023","Mon Sep 04 10:04:48 GMT 2023","510","tests.payments.payment_accounts.owner.field_frozen_time","Test patch owners regression","TestPaymentPatchOwnerRegression","","","Test payment accounts owner partial update invalid value param frozen_time","Проверка ответа [400] при частичном обновлении frozen_time  невалидными значениями"
"skipped","Mon Sep 04 10:03:53 GMT 2023","Mon Sep 04 10:03:53 GMT 2023","0","tests.games.reference.subgenre","Test patch subgenre","TestSubgenrePartialUpdate","","","Test subgenre partial update","Проверка успешного ответа [200] при частичном обновлении поджанра"
"passed","Mon Sep 04 10:05:05 GMT 2023","Mon Sep 04 10:05:06 GMT 2023","524","tests.payments.payment_accounts.owner.field_gift_time","Test put owners","TestPaymentPutOwner","","","Test payment accounts owner update valid value param gift_time","Проверка успешного ответа [200] при изменении gift_time владельца валидными значениями"
"passed","Mon Sep 04 10:04:21 GMT 2023","Mon Sep 04 10:04:22 GMT 2023","1664","tests.payments.payment_accounts","Tests post balance","TestBalancesPostList","","","Check balance data of the user","Проверка успешного ответа [200] при получении информации о балансе у имеющегося юзера"
