"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Jul 26 15:39:28 GMT 2023","Wed Jul 26 15:39:29 GMT 2023","1073","tests.payments.external_payments.services","Test delete services","TestPaymentsGetList","","","Test of successful deleting existent service by id","Проверка успешного ответа [204] при удалении по id существующего сервиса оплаты"
"passed","Wed Jul 26 15:39:38 GMT 2023","Wed Jul 26 15:39:40 GMT 2023","1539","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Wed Jul 26 15:38:56 GMT 2023","Wed Jul 26 15:38:58 GMT 2023","2165","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
"passed","Wed Jul 26 15:39:44 GMT 2023","Wed Jul 26 15:39:46 GMT 2023","1491","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Wed Jul 26 15:39:02 GMT 2023","Wed Jul 26 15:39:03 GMT 2023","1087","tests.games.reference.languages","Regression-test put languages","TestLanguagesUpdateRegression","","","Test languages update with invalid value","Проверка ответа [400] при обновлении языка с невалидным значением "
"skipped","Wed Jul 26 15:38:48 GMT 2023","Wed Jul 26 15:38:50 GMT 2023","1945","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"skipped","Wed Jul 26 15:39:17 GMT 2023","Wed Jul 26 15:39:17 GMT 2023","0","tests.games.reference.subgenre","Test get subgenre","TestSubgenre","","","Test subgenre read","Проверка успешного ответа [200] при запросе поджанра по ID."
"skipped","Wed Jul 26 15:39:12 GMT 2023","Wed Jul 26 15:39:14 GMT 2023","1536","tests.games.reference.product_languages","Test post product languages","TestProductLanguagesCreate","","","Test product languages create","Проверка успешного ответа [201] при создании языка продукта."
"skipped","Wed Jul 26 15:37:59 GMT 2023","Wed Jul 26 15:37:59 GMT 2023","0","tests.games.core.system_requirement","Test delete system requirement","TestSystemRequirementDelete","","","Test system requirement delete","Проверка успешного ответа [204] при удалении системных требований"
"skipped","Wed Jul 26 15:39:07 GMT 2023","Wed Jul 26 15:39:07 GMT 2023","0","tests.games.reference.product_languages","Test delete product languages","TestProductLanguagesDelete","","","Test product languages delete","Проверка успешного ответа [204] при удалении языка продукта"
"passed","Wed Jul 26 15:39:41 GMT 2023","Wed Jul 26 15:39:43 GMT 2023","1592","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"skipped","Wed Jul 26 15:38:04 GMT 2023","Wed Jul 26 15:38:04 GMT 2023","0","tests.games.core.system_requirement","Test put system requirement","TestSystemRequirementUpdate","","","Test system requirement update","Проверка успешного ответа [201] при обновлении системных требований"
"passed","Wed Jul 26 15:38:12 GMT 2023","Wed Jul 26 15:38:13 GMT 2023","1020","tests.games.reference.genre","Test patch genre","TestGenrePartialUpdate","","","Test genre partial update","Проверка успешного ответа [200] при частичном обновлении жанра"
"passed","Wed Jul 26 15:38:00 GMT 2023","Wed Jul 26 15:38:01 GMT 2023","847","tests.games.core.system_requirement","Test get system requirement","TestSystemRequirement","","","Test system requirement list","Проверка успешного ответа [200] при запросе списка системных требований."
"skipped","Wed Jul 26 15:39:22 GMT 2023","Wed Jul 26 15:39:22 GMT 2023","0","tests.games.reference.subgenre","Test put subgenre","TestSubgenreUpdate","","","Test subgenre update","Проверка успешного ответа [201] при обновлении поджанра"
"passed","Wed Jul 26 15:38:31 GMT 2023","Wed Jul 26 15:38:32 GMT 2023","870","tests.games.reference.languages","Test patch languages","TestLanguagesPartialUpdate","","","Test languages partial update","Проверка успешного ответа [200] при частичном обновлении языка"
"passed","Wed Jul 26 15:39:37 GMT 2023","Wed Jul 26 15:39:38 GMT 2023","1498","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Wed Jul 26 15:39:31 GMT 2023","Wed Jul 26 15:39:32 GMT 2023","505","tests.payments.external_payments.services","Test get services","TestPaymentsGetList","","","Check the response 404 if id is incorrect (1, 2)","Проверка ответа [404] при запросе сервиса оплаты с некорректным id (1, 2)"
"passed","Wed Jul 26 15:39:47 GMT 2023","Wed Jul 26 15:39:50 GMT 2023","2148","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Check if we can not create the service with an existing name","Проверка ответа [400] при создании сервиса оплаты с уже существующим именем"
"passed","Wed Jul 26 15:39:46 GMT 2023","Wed Jul 26 15:39:47 GMT 2023","1537","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Wed Jul 26 15:38:26 GMT 2023","Wed Jul 26 15:38:27 GMT 2023","966","tests.games.reference.languages","Regression-tests get languages","TestLanguagesRegression","","","Test read a language with a non-existent ID","Проверка ответа [404] при запросе языка c несуществующим ID"
"passed","Wed Jul 26 15:39:29 GMT 2023","Wed Jul 26 15:39:31 GMT 2023","1500","tests.payments.external_payments.services","Test get services","TestPaymentsGetList","","","Get existent service by id","Проверка успешного ответа [200] при запросе существующего сервиса оплаты"
"passed","Wed Jul 26 15:38:21 GMT 2023","Wed Jul 26 15:38:22 GMT 2023","1317","tests.games.reference.languages","Regression-tests delete languages","TestLanguagesDeleteRegression","","","Test deleting a language with a non-existent ID","Проверка ответа [404] при удалении языка c несуществующим ID"
"passed","Wed Jul 26 15:38:06 GMT 2023","Wed Jul 26 15:38:07 GMT 2023","1052","tests.games.reference.genre","Test delete genre","TestGenreDelete","","","Test genre delete","Проверка успешного ответа [204] при удалении жанра"
"passed","Wed Jul 26 15:39:31 GMT 2023","Wed Jul 26 15:39:31 GMT 2023","491","tests.payments.external_payments.services","Test get services","TestPaymentsGetList","","","Check the response 404 if id is incorrect 0.5","Проверка ответа [404] при запросе сервиса оплаты с некорректным id 0.5"
"skipped","Wed Jul 26 15:39:20 GMT 2023","Wed Jul 26 15:39:22 GMT 2023","1496","tests.games.reference.subgenre","Test post Subgenre","TestGenreCreate","","","Test subgenre create","Проверка успешного ответа [201] при создании поджанра"
"skipped","Wed Jul 26 15:38:46 GMT 2023","Wed Jul 26 15:38:48 GMT 2023","1785","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"skipped","Wed Jul 26 15:38:01 GMT 2023","Wed Jul 26 15:38:01 GMT 2023","0","tests.games.core.system_requirement","Test get system requirement","TestSystemRequirement","","","Test system requirement read","Проверка успешного ответа [200] при запросе системных требований по ID."
"skipped","Wed Jul 26 15:39:19 GMT 2023","Wed Jul 26 15:39:19 GMT 2023","0","tests.games.reference.subgenre","Test patch subgenre","TestSubgenrePartialUpdate","","","Test subgenre partial update","Проверка успешного ответа [200] при частичном обновлении поджанра"
"skipped","Wed Jul 26 15:38:03 GMT 2023","Wed Jul 26 15:38:04 GMT 2023","883","tests.games.core.system_requirement","Test post system requirement","TestSystemRequirementCreate","","","Test system requirement create","Проверка успешного ответа [201] при создании системных требований"
"passed","Wed Jul 26 15:38:20 GMT 2023","Wed Jul 26 15:38:21 GMT 2023","1137","tests.games.reference.languages","Test delete languages","TestLanguagesDelete","","","Test languages delete","Проверка успешного ответа [204] при удалении языка"
"passed","Wed Jul 26 15:39:40 GMT 2023","Wed Jul 26 15:39:41 GMT 2023","1506","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"skipped","Wed Jul 26 15:38:44 GMT 2023","Wed Jul 26 15:38:46 GMT 2023","2155","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"passed","Wed Jul 26 15:38:24 GMT 2023","Wed Jul 26 15:38:25 GMT 2023","989","tests.games.reference.languages","Test get languages","TestLanguages","","","Test languages read","Проверка успешного ответа [200] при запросе языка по ID."
"passed","Wed Jul 26 15:38:07 GMT 2023","Wed Jul 26 15:38:08 GMT 2023","972","tests.games.reference.genre","Test get genre","TestGenre","","","Test genre list","Проверка успешного ответа [200] при запросе списка жанров"
"passed","Wed Jul 26 15:39:26 GMT 2023","Wed Jul 26 15:39:28 GMT 2023","1735","tests.payments.external_payments.services","Test delete services","TestPaymentsGetList","","","Test of deleting non-existent service by id","Проверка ответа [404] при удалении по id несуществующего сервиса оплаты"
"passed","Wed Jul 26 15:38:59 GMT 2023","Wed Jul 26 15:39:00 GMT 2023","805","tests.games.reference.languages","Test put languages","TestLanguagesUpdate","","","Test languages update","Проверка успешного ответа [200] при обновлении языка"
"passed","Wed Jul 26 15:39:29 GMT 2023","Wed Jul 26 15:39:29 GMT 2023","541","tests.payments.external_payments.services","Test get services","TestPaymentsGetList","","","Test external payments services list","Проверка успешного ответа [200] при запросе списка сервисов оплаты"
"passed","Wed Jul 26 15:39:35 GMT 2023","Wed Jul 26 15:39:37 GMT 2023","1617","tests.payments.external_payments.services","Test post services","TestPaymentsPostList","","","Tests of the creating new external payments services","Проверка успешного ответа [201] при создании сервиса оплаты с именем 0"
"passed","Wed Jul 26 15:38:09 GMT 2023","Wed Jul 26 15:38:10 GMT 2023","980","tests.games.reference.genre","Test get genre","TestGenre","","","Test genre read","Проверка успешного ответа [200] при запросе жанра по ID."
"passed","Wed Jul 26 15:39:08 GMT 2023","Wed Jul 26 15:39:09 GMT 2023","906","tests.games.reference.product_languages","Test get product languages","TestProductLanguages","","","Test product languages list","Проверка успешного ответа [200] при запросе списка языков продукта"
"passed","Wed Jul 26 15:38:40 GMT 2023","Wed Jul 26 15:38:41 GMT 2023","963","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with checking the boundary values","Проверка граничных значений поля ""name"" при создании языка"
"passed","Wed Jul 26 15:38:38 GMT 2023","Wed Jul 26 15:38:40 GMT 2023","1998","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with checking the boundary values","Проверка граничных значений поля ""name"" при создании языка"
"skipped","Wed Jul 26 15:38:50 GMT 2023","Wed Jul 26 15:38:52 GMT 2023","2152","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with invalid name","Проверка ответа [400] при создании языка c невалидным значением"
"passed","Wed Jul 26 15:38:33 GMT 2023","Wed Jul 26 15:38:35 GMT 2023","2060","tests.games.reference.languages","Test post languages","TestLanguagesCreate","","","Test languages create","Проверка успешного ответа [201] при создании языка."
"passed","Wed Jul 26 15:38:17 GMT 2023","Wed Jul 26 15:38:18 GMT 2023","946","tests.games.reference.genre","Test put genre","TestGenreUpdate","","","Test genre update","Проверка успешного ответа [201] при обновлении жанра"
"passed","Wed Jul 26 15:38:14 GMT 2023","Wed Jul 26 15:38:16 GMT 2023","1786","tests.games.reference.genre","Test post genre","TestGenreCreate","","","Test genre create","Проверка успешного ответа [201] при создании жанра"
"passed","Wed Jul 26 15:38:54 GMT 2023","Wed Jul 26 15:38:56 GMT 2023","1860","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
"passed","Wed Jul 26 15:38:36 GMT 2023","Wed Jul 26 15:38:38 GMT 2023","1786","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with checking the boundary values","Проверка граничных значений поля ""name"" при создании языка"
"skipped","Wed Jul 26 15:39:11 GMT 2023","Wed Jul 26 15:39:11 GMT 2023","0","tests.games.reference.product_languages","Test patch product languages","TestProductLanguagesPartialUpdate","","","Test product languages partial update","Проверка успешного ответа [200] при частичном обновлении языка продукта"
"skipped","Wed Jul 26 15:39:15 GMT 2023","Wed Jul 26 15:39:15 GMT 2023","0","tests.games.reference.subgenre","Test delete subgenre","TestSubgenreDelete","","","Test subgenre delete","Проверка успешного ответа [204] при удалении поджанра"
"passed","Wed Jul 26 15:38:52 GMT 2023","Wed Jul 26 15:38:54 GMT 2023","1848","tests.games.reference.languages","Regression-tests post languages","TestLanguagesCreateRegression","","","Test languages create with atypical value","Проверка ответа [200] при создании нетипичного значения языка"
